"time","pp","Event1","PhoneNrSoFar","Event2","trial","typingErrorMadeOnTrial","partOfExperiment","timeConverted","timeInMsec","lanePosition","phoneNrLengthBeforeKeyPress","timeRelativeToTrialStart","phoneNrLengthAfterKeyPress"
"2016-11-14 11:16:54:797",6,"Keypress","07","Number8",29,0,"dualDialFocus",2016-11-14 11:16:54.797,1479118614797,0.52,2,1965,3
"2016-11-14 11:16:54:806",6,"Keypress","078","Number5",29,0,"dualDialFocus",2016-11-14 11:16:54.806,1479118614806,0.52,3,1974,4
"2016-11-14 11:16:54:817",6,"Keypress","0785","Number4",29,0,"dualDialFocus",2016-11-14 11:16:54.817,1479118614817,0.52,4,1985,5
"2016-11-14 11:16:54:829",6,"Keypress","07854","Number3",29,0,"dualDialFocus",2016-11-14 11:16:54.829,1479118614829,0.52,5,1997,6
"2016-11-14 11:16:55:042",6,"Keypress","078543","Number2",29,0,"dualDialFocus",2016-11-14 11:16:55.042,1479118615042,0.683,6,2210,7
"2016-11-14 11:16:56:890",6,"Keypress","0785432","Number5",29,0,"dualDialFocus",2016-11-14 11:16:56.890,1479118616890,0.521,7,4058,8
"2016-11-14 11:16:57:117",6,"Keypress","07854325","Number6",29,0,"dualDialFocus",2016-11-14 11:16:57.117,1479118617117,0.452,8,4285,9
"2016-11-14 11:16:57:310",6,"Keypress","078543256","Number9",29,0,"dualDialFocus",2016-11-14 11:16:57.310,1479118617310,0.403,9,4478,10
"2016-11-14 11:16:57:483",6,"Keypress","0785432569","Number8",29,0,"dualDialFocus",2016-11-14 11:16:57.483,1479118617483,0.39,10,4651,11
"2016-11-14 11:16:57:900",6,"Correct","07854325698","190",29,0,"dualDialFocus",2016-11-14 11:16:57.900,1479118617900,0.484,11,5068,12
"2016-11-14 11:17:09:384",6,"Start","","190",30,0,"dualDialFocus",2016-11-14 11:17:09.384,1479118629384,-0.712,0,0,0
"2016-11-14 11:17:09:955",6,"Keypress","","Number0",30,0,"dualDialFocus",2016-11-14 11:17:09.955,1479118629955,-0.3,0,571,1
"2016-11-14 11:17:10:287",6,"Keypress","0","Number7",30,0,"dualDialFocus",2016-11-14 11:17:10.287,1479118630287,-0.044,1,903,2
"2016-11-14 11:17:10:906",6,"Keypress","07","Number8",30,0,"dualDialFocus",2016-11-14 11:17:10.906,1479118630906,0.426,2,1522,3
"2016-11-14 11:17:11:290",6,"Keypress","078","Number5",30,0,"dualDialFocus",2016-11-14 11:17:11.290,1479118631290,0.492,3,1906,4
"2016-11-14 11:17:11:545",6,"Keypress","0785","Number4",30,0,"dualDialFocus",2016-11-14 11:17:11.545,1479118631545,0.482,4,2161,5
"2016-11-14 11:17:12:145",6,"Keypress","07854","Number3",30,0,"dualDialFocus",2016-11-14 11:17:12.145,1479118632145,0.646,5,2761,6
"2016-11-14 11:17:12:359",6,"Keypress","078543","Number2",30,0,"dualDialFocus",2016-11-14 11:17:12.359,1479118632359,0.732,6,2975,7
"2016-11-14 11:17:12:760",6,"Keypress","0785432","Number5",30,0,"dualDialFocus",2016-11-14 11:17:12.760,1479118632760,0.892,7,3376,8
"2016-11-14 11:17:12:973",6,"Keypress","07854325","Number6",30,0,"dualDialFocus",2016-11-14 11:17:12.973,1479118632973,0.964,8,3589,9
"2016-11-14 11:17:13:253",6,"Keypress","078543256","Number9",30,0,"dualDialFocus",2016-11-14 11:17:13.253,1479118633253,1.029,9,3869,10
"2016-11-14 11:17:13:463",6,"Keypress","0785432569","Number8",30,0,"dualDialFocus",2016-11-14 11:17:13.463,1479118633463,1.038,10,4079,11
"2016-11-14 11:17:13:896",6,"Correct","07854325698","190",30,0,"dualDialFocus",2016-11-14 11:17:13.896,1479118633896,0.96,11,4512,12
"2016-11-14 11:17:20:466",6,"Start","","190",31,0,"dualDialFocus",2016-11-14 11:17:20.466,1479118640466,-0.159,0,0,0
"2016-11-14 11:17:21:237",6,"Keypress","","Number0",31,0,"dualDialFocus",2016-11-14 11:17:21.237,1479118641237,-0.095,0,771,1
"2016-11-14 11:17:21:685",6,"Keypress","0","Number7",31,0,"dualDialFocus",2016-11-14 11:17:21.685,1479118641685,-0.082,1,1219,2
"2016-11-14 11:17:21:938",6,"Keypress","07","Number8",31,0,"dualDialFocus",2016-11-14 11:17:21.938,1479118641938,-0.087,2,1472,3
"2016-11-14 11:17:22:101",6,"Keypress","078","Number5",31,0,"dualDialFocus",2016-11-14 11:17:22.101,1479118642101,-0.115,3,1635,4
"2016-11-14 11:17:22:327",6,"Keypress","0785","Number4",31,0,"dualDialFocus",2016-11-14 11:17:22.327,1479118642327,-0.169,4,1861,5
"2016-11-14 11:17:22:848",6,"Keypress","07854","Number3",31,0,"dualDialFocus",2016-11-14 11:17:22.848,1479118642848,-0.252,5,2382,6
"2016-11-14 11:17:23:032",6,"Keypress","078543","Number2",31,0,"dualDialFocus",2016-11-14 11:17:23.032,1479118643032,-0.204,6,2566,7
"2016-11-14 11:17:23:207",6,"Keypress","0785432","Number5",31,0,"dualDialFocus",2016-11-14 11:17:23.207,1479118643207,-0.086,7,2741,8
"2016-11-14 11:17:23:430",6,"Keypress","07854325","Number6",31,0,"dualDialFocus",2016-11-14 11:17:23.430,1479118643430,0.095,8,2964,9
"2016-11-14 11:17:23:676",6,"Keypress","078543256","Number9",31,0,"dualDialFocus",2016-11-14 11:17:23.676,1479118643676,0.388,9,3210,10
"2016-11-14 11:17:23:927",6,"Keypress","0785432569","Number8",31,0,"dualDialFocus",2016-11-14 11:17:23.927,1479118643927,0.68,10,3461,11
"2016-11-14 11:17:24:315",6,"Correct","07854325698","190",31,0,"dualDialFocus",2016-11-14 11:17:24.315,1479118644315,0.998,11,3849,12
"2016-11-14 11:17:34:752",6,"Start","","190",32,0,"dualDialFocus",2016-11-14 11:17:34.752,1479118654752,-0.07,0,0,0
"2016-11-14 11:17:35:081",6,"Keypress","","Number0",32,0,"dualDialFocus",2016-11-14 11:17:35.081,1479118655081,0,0,329,1
"2016-11-14 11:17:35:327",6,"Keypress","0","Number7",32,0,"dualDialFocus",2016-11-14 11:17:35.327,1479118655327,0.052,1,575,2
"2016-11-14 11:17:35:564",6,"Keypress","07","Number8",32,0,"dualDialFocus",2016-11-14 11:17:35.564,1479118655564,0.098,2,812,3
"2016-11-14 11:17:35:776",6,"Keypress","078","Number5",32,0,"dualDialFocus",2016-11-14 11:17:35.776,1479118655776,0.13,3,1024,4
"2016-11-14 11:17:36:012",6,"Keypress","0785","Number4",32,0,"dualDialFocus",2016-11-14 11:17:36.012,1479118656012,0.164,4,1260,5
"2016-11-14 11:17:36:504",6,"Keypress","07854","Number3",32,0,"dualDialFocus",2016-11-14 11:17:36.504,1479118656504,0.206,5,1752,6
"2016-11-14 11:17:36:659",6,"Keypress","078543","Number2",32,0,"dualDialFocus",2016-11-14 11:17:36.659,1479118656659,0.195,6,1907,7
"2016-11-14 11:17:36:881",6,"Keypress","0785432","Number5",32,0,"dualDialFocus",2016-11-14 11:17:36.881,1479118656881,0.157,7,2129,8
"2016-11-14 11:17:37:097",6,"Keypress","07854325","Number6",32,0,"dualDialFocus",2016-11-14 11:17:37.097,1479118657097,0.079,8,2345,9
"2016-11-14 11:17:37:277",6,"Keypress","078543256","Number9",32,0,"dualDialFocus",2016-11-14 11:17:37.277,1479118657277,0.033,9,2525,10
"2016-11-14 11:17:37:422",6,"Keypress","0785432569","Number8",32,0,"dualDialFocus",2016-11-14 11:17:37.422,1479118657422,-0.006,10,2670,11
"2016-11-14 11:17:37:740",6,"Correct","07854325698","190",32,0,"dualDialFocus",2016-11-14 11:17:37.740,1479118657740,-0.062,11,2988,12
"2016-11-14 11:17:48:152",6,"Start","","190",33,0,"dualDialFocus",2016-11-14 11:17:48.152,1479118668152,0.236,0,0,0
"2016-11-14 11:17:48:549",6,"Keypress","","Number0",33,0,"dualDialFocus",2016-11-14 11:17:48.549,1479118668549,0.289,0,397,1
"2016-11-14 11:17:48:780",6,"Keypress","0","Number7",33,0,"dualDialFocus",2016-11-14 11:17:48.780,1479118668780,0.31,1,628,2
"2016-11-14 11:17:49:020",6,"Keypress","07","Number8",33,0,"dualDialFocus",2016-11-14 11:17:49.020,1479118669020,0.331,2,868,3
"2016-11-14 11:17:49:173",6,"Keypress","078","Number5",33,0,"dualDialFocus",2016-11-14 11:17:49.173,1479118669173,0.34,3,1021,4
"2016-11-14 11:17:49:408",6,"Keypress","0785","Number4",33,0,"dualDialFocus",2016-11-14 11:17:49.408,1479118669408,0.351,4,1256,5
"2016-11-14 11:17:50:174",6,"Keypress","07854","Number3",33,0,"dualDialFocus",2016-11-14 11:17:50.174,1479118670174,0.346,5,2022,6
"2016-11-14 11:17:50:357",6,"Keypress","078543","Number2",33,0,"dualDialFocus",2016-11-14 11:17:50.357,1479118670357,0.335,6,2205,7
"2016-11-14 11:17:50:558",6,"Keypress","0785432","Number5",33,0,"dualDialFocus",2016-11-14 11:17:50.558,1479118670558,0.321,7,2406,8
"2016-11-14 11:17:50:770",6,"Keypress","07854325","Number6",33,0,"dualDialFocus",2016-11-14 11:17:50.770,1479118670770,0.312,8,2618,9
"2016-11-14 11:17:50:940",6,"Keypress","078543256","Number9",33,0,"dualDialFocus",2016-11-14 11:17:50.940,1479118670940,0.317,9,2788,10
"2016-11-14 11:17:51:157",6,"Keypress","0785432569","Number8",33,0,"dualDialFocus",2016-11-14 11:17:51.157,1479118671157,0.34,10,3005,11
"2016-11-14 11:17:51:596",6,"Correct","07854325698","190",33,0,"dualDialFocus",2016-11-14 11:17:51.596,1479118671596,0.519,11,3444,12
"2016-11-14 11:18:02:048",6,"Start","","190",34,0,"dualDialFocus",2016-11-14 11:18:02.048,1479118682048,-0.563,0,0,0
"2016-11-14 11:18:02:348",6,"Keypress","","Number0",34,0,"dualDialFocus",2016-11-14 11:18:02.348,1479118682348,-0.467,0,300,1
"2016-11-14 11:18:02:571",6,"Keypress","0","Number7",34,0,"dualDialFocus",2016-11-14 11:18:02.571,1479118682571,-0.387,1,523,2
"2016-11-14 11:18:02:792",6,"Keypress","07","Number8",34,0,"dualDialFocus",2016-11-14 11:18:02.792,1479118682792,-0.289,2,744,3
"2016-11-14 11:18:02:972",6,"Keypress","078","Number5",34,0,"dualDialFocus",2016-11-14 11:18:02.972,1479118682972,-0.236,3,924,4
"2016-11-14 11:18:03:175",6,"Keypress","0785","Number4",34,0,"dualDialFocus",2016-11-14 11:18:03.175,1479118683175,-0.187,4,1127,5
"2016-11-14 11:18:03:760",6,"Keypress","07854","Number3",34,0,"dualDialFocus",2016-11-14 11:18:03.760,1479118683760,-0.162,5,1712,6
"2016-11-14 11:18:03:951",6,"Keypress","078543","Number2",34,0,"dualDialFocus",2016-11-14 11:18:03.951,1479118683951,-0.167,6,1903,7
"2016-11-14 11:18:04:137",6,"Keypress","0785432","Number5",34,0,"dualDialFocus",2016-11-14 11:18:04.137,1479118684137,-0.173,7,2089,8
"2016-11-14 11:18:04:354",6,"Keypress","07854325","Number6",34,0,"dualDialFocus",2016-11-14 11:18:04.354,1479118684354,-0.189,8,2306,9
"2016-11-14 11:18:04:547",6,"Keypress","078543256","Number9",34,0,"dualDialFocus",2016-11-14 11:18:04.547,1479118684547,-0.205,9,2499,10
"2016-11-14 11:18:04:736",6,"Keypress","0785432569","Number8",34,0,"dualDialFocus",2016-11-14 11:18:04.736,1479118684736,-0.22,10,2688,11
"2016-11-14 11:18:05:104",6,"Correct","07854325698","190",34,0,"dualDialFocus",2016-11-14 11:18:05.104,1479118685104,-0.272,11,3056,12
"2016-11-14 11:18:15:529",6,"Start","","190",35,0,"dualDialFocus",2016-11-14 11:18:15.529,1479118695529,0,0,0,0
"2016-11-14 11:18:15:790",6,"Keypress","","Number0",35,0,"dualDialFocus",2016-11-14 11:18:15.790,1479118695790,-0.091,0,261,1
"2016-11-14 11:18:16:021",6,"Keypress","0","Number7",35,0,"dualDialFocus",2016-11-14 11:18:16.021,1479118696021,-0.185,1,492,2
"2016-11-14 11:18:16:252",6,"Keypress","07","Number8",35,0,"dualDialFocus",2016-11-14 11:18:16.251,1479118696252,-0.306,2,723,3
"2016-11-14 11:18:16:435",6,"Keypress","078","Number5",35,0,"dualDialFocus",2016-11-14 11:18:16.435,1479118696435,-0.358,3,906,4
"2016-11-14 11:18:16:658",6,"Keypress","0785","Number4",35,0,"dualDialFocus",2016-11-14 11:18:16.658,1479118696658,-0.396,4,1129,5
"2016-11-14 11:18:17:623",6,"Keypress","07854","Number3",35,0,"dualDialFocus",2016-11-14 11:18:17.623,1479118697623,0.082,5,2094,6
"2016-11-14 11:18:17:793",6,"Keypress","078543","Number2",35,0,"dualDialFocus",2016-11-14 11:18:17.793,1479118697793,0.172,6,2264,7
"2016-11-14 11:18:17:950",6,"Keypress","0785432","Number5",35,0,"dualDialFocus",2016-11-14 11:18:17.950,1479118697950,0.206,7,2421,8
"2016-11-14 11:18:18:162",6,"Keypress","07854325","Number6",35,0,"dualDialFocus",2016-11-14 11:18:18.162,1479118698162,0.208,8,2633,9
"2016-11-14 11:18:18:350",6,"Keypress","078543256","Number9",35,0,"dualDialFocus",2016-11-14 11:18:18.350,1479118698350,0.169,9,2821,10
"2016-11-14 11:18:18:544",6,"Keypress","0785432569","Number8",35,0,"dualDialFocus",2016-11-14 11:18:18.544,1479118698544,0.121,10,3015,11
"2016-11-14 11:18:18:897",6,"Correct","07854325698","190",35,0,"dualDialFocus",2016-11-14 11:18:18.897,1479118698897,0.071,11,3368,12
"2016-11-14 11:18:30:797",6,"Start","","190",36,0,"dualDialFocus",2016-11-14 11:18:30.797,1479118710797,0.411,0,0,0
"2016-11-14 11:18:30:807",6,"Keypress","","Number0",36,0,"dualDialFocus",2016-11-14 11:18:30.807,1479118710807,0.411,0,10,1
"2016-11-14 11:18:30:838",6,"Keypress","0","Number7",36,0,"dualDialFocus",2016-11-14 11:18:30.838,1479118710838,0.423,1,41,2
"2016-11-14 11:18:30:847",6,"Keypress","07","Number8",36,0,"dualDialFocus",2016-11-14 11:18:30.847,1479118710847,0.423,2,50,3
"2016-11-14 11:18:30:961",6,"Keypress","078","Number5",36,0,"dualDialFocus",2016-11-14 11:18:30.961,1479118710961,0.443,3,164,4
"2016-11-14 11:18:31:150",6,"Keypress","0785","Number4",36,0,"dualDialFocus",2016-11-14 11:18:31.150,1479118711150,0.462,4,353,5
"2016-11-14 11:18:31:811",6,"Keypress","07854","Number3",36,0,"dualDialFocus",2016-11-14 11:18:31.811,1479118711811,0.336,5,1014,6
"2016-11-14 11:18:31:981",6,"Keypress","078543","Number2",36,0,"dualDialFocus",2016-11-14 11:18:31.981,1479118711981,0.266,6,1184,7
"2016-11-14 11:18:32:142",6,"Keypress","0785432","Number5",36,0,"dualDialFocus",2016-11-14 11:18:32.142,1479118712142,0.16,7,1345,8
"2016-11-14 11:18:32:341",6,"Keypress","07854325","Number6",36,0,"dualDialFocus",2016-11-14 11:18:32.341,1479118712341,0.063,8,1544,9
"2016-11-14 11:18:32:506",6,"Keypress","078543256","Number9",36,0,"dualDialFocus",2016-11-14 11:18:32.506,1479118712506,0,9,1709,10
"2016-11-14 11:18:32:677",6,"Keypress","0785432569","Number8",36,0,"dualDialFocus",2016-11-14 11:18:32.677,1479118712677,-0.054,10,1880,11
"2016-11-14 11:18:33:012",6,"Correct","07854325698","190",36,0,"dualDialFocus",2016-11-14 11:18:33.012,1479118713012,-0.147,11,2215,12
"2016-11-14 11:18:43:167",6,"Start","","190",37,0,"dualDialFocus",2016-11-14 11:18:43.167,1479118723167,0.075,0,0,0
"2016-11-14 11:18:43:570",6,"Keypress","","Number0",37,0,"dualDialFocus",2016-11-14 11:18:43.570,1479118723570,0.064,0,403,1
"2016-11-14 11:18:43:811",6,"Keypress","0","Number7",37,0,"dualDialFocus",2016-11-14 11:18:43.811,1479118723811,0.049,1,644,2
"2016-11-14 11:18:44:030",6,"Keypress","07","Number8",37,0,"dualDialFocus",2016-11-14 11:18:44.030,1479118724030,0.033,2,863,3
"2016-11-14 11:18:44:239",6,"Keypress","078","Number5",37,0,"dualDialFocus",2016-11-14 11:18:44.239,1479118724239,0.007,3,1072,4
"2016-11-14 11:18:44:507",6,"Keypress","0785","Number4",37,0,"dualDialFocus",2016-11-14 11:18:44.507,1479118724507,-0.024,4,1340,5
"2016-11-14 11:18:44:843",6,"Keypress","07854","Number3",37,0,"dualDialFocus",2016-11-14 11:18:44.843,1479118724843,-0.079,5,1676,6
"2016-11-14 11:18:45:059",6,"Keypress","078543","Number2",37,0,"dualDialFocus",2016-11-14 11:18:45.059,1479118725059,-0.116,6,1892,7
"2016-11-14 11:18:45:277",6,"Keypress","0785432","Number5",37,0,"dualDialFocus",2016-11-14 11:18:45.277,1479118725277,-0.157,7,2110,8
"2016-11-14 11:18:45:393",6,"Keypress","07854325","Number6",37,0,"dualDialFocus",2016-11-14 11:18:45.393,1479118725393,-0.19,8,2226,9
"2016-11-14 11:18:45:607",6,"Keypress","078543256","Number9",37,0,"dualDialFocus",2016-11-14 11:18:45.607,1479118725607,-0.237,9,2440,10
"2016-11-14 11:18:45:769",6,"Keypress","0785432569","Number8",37,0,"dualDialFocus",2016-11-14 11:18:45.769,1479118725769,-0.275,10,2602,11
"2016-11-14 11:18:46:738",6,"Correct","07854325698","190",37,0,"dualDialFocus",2016-11-14 11:18:46.738,1479118726738,-0.258,11,3571,12
"2016-11-14 11:18:57:200",6,"Start","","190",38,0,"dualDialFocus",2016-11-14 11:18:57.200,1479118737200,-0.164,0,0,0
"2016-11-14 11:18:57:506",6,"Keypress","","Number0",38,0,"dualDialFocus",2016-11-14 11:18:57.506,1479118737506,-0.214,0,306,1
"2016-11-14 11:18:57:795",6,"Keypress","0","Number7",38,0,"dualDialFocus",2016-11-14 11:18:57.795,1479118737795,-0.274,1,595,2
"2016-11-14 11:18:58:024",6,"Keypress","07","Number8",38,0,"dualDialFocus",2016-11-14 11:18:58.024,1479118738024,-0.318,2,824,3
"2016-11-14 11:18:58:227",6,"Keypress","078","Number5",38,0,"dualDialFocus",2016-11-14 11:18:58.227,1479118738227,-0.366,3,1027,4
"2016-11-14 11:18:58:441",6,"Keypress","0785","Number4",38,0,"dualDialFocus",2016-11-14 11:18:58.441,1479118738441,-0.413,4,1241,5
"2016-11-14 11:18:59:298",6,"Keypress","07854","Number3",38,0,"dualDialFocus",2016-11-14 11:18:59.298,1479118739298,-0.062,5,2098,6
"2016-11-14 11:18:59:533",6,"Keypress","078543","Number2",38,0,"dualDialFocus",2016-11-14 11:18:59.533,1479118739533,0.117,6,2333,7
"2016-11-14 11:18:59:990",6,"Keypress","0785432","Number5",38,0,"dualDialFocus",2016-11-14 11:18:59.990,1479118739990,0.555,7,2790,8
"2016-11-14 11:19:00:221",6,"Keypress","07854325","Number6",38,0,"dualDialFocus",2016-11-14 11:19:00.221,1479118740221,0.716,8,3021,9
"2016-11-14 11:19:00:452",6,"Keypress","078543256","Number9",38,0,"dualDialFocus",2016-11-14 11:19:00.452,1479118740452,0.88,9,3252,10
"2016-11-14 11:19:00:720",6,"Keypress","0785432569","Number8",38,0,"dualDialFocus",2016-11-14 11:19:00.720,1479118740720,0.999,10,3520,11
"2016-11-14 11:19:01:189",6,"Correct","07854325698","190",38,0,"dualDialFocus",2016-11-14 11:19:01.189,1479118741189,1.016,11,3989,12
"2016-11-14 11:19:29:832",6,"Start","","190",39,1,"dualSteerFocus",2016-11-14 11:19:29.832,1479118769832,0.298,0,0,0
"2016-11-14 11:19:30:947",6,"Keypress","","Back",39,1,"dualSteerFocus",2016-11-14 11:19:30.947,1479118770947,0.063,0,1115,-1
"2016-11-14 11:19:34:332",6,"Start","","190",40,0,"dualSteerFocus",2016-11-14 11:19:34.332,1479118774332,-0.314,0,0,0
"2016-11-14 11:19:34:793",6,"Keypress","","Number0",40,0,"dualSteerFocus",2016-11-14 11:19:34.793,1479118774793,-0.187,0,461,1
"2016-11-14 11:19:36:054",6,"Keypress","0","Number7",40,0,"dualSteerFocus",2016-11-14 11:19:36.054,1479118776054,0.463,1,1722,2
"2016-11-14 11:19:36:517",6,"Keypress","07","Number8",40,0,"dualSteerFocus",2016-11-14 11:19:36.517,1479118776517,0.413,2,2185,3
"2016-11-14 11:19:36:905",6,"Keypress","078","Number5",40,0,"dualSteerFocus",2016-11-14 11:19:36.905,1479118776905,0.382,3,2573,4
"2016-11-14 11:19:37:179",6,"Keypress","0785","Number4",40,0,"dualSteerFocus",2016-11-14 11:19:37.179,1479118777179,0.432,4,2847,5
"2016-11-14 11:19:38:591",6,"Keypress","07854","Number3",40,0,"dualSteerFocus",2016-11-14 11:19:38.591,1479118778591,0.261,5,4259,6
"2016-11-14 11:19:38:777",6,"Keypress","078543","Number2",40,0,"dualSteerFocus",2016-11-14 11:19:38.777,1479118778777,0.194,6,4445,7
"2016-11-14 11:19:39:153",6,"Keypress","0785432","Number5",40,0,"dualSteerFocus",2016-11-14 11:19:39.153,1479118779153,0.073,7,4821,8
"2016-11-14 11:19:39:407",6,"Keypress","07854325","Number6",40,0,"dualSteerFocus",2016-11-14 11:19:39.407,1479118779407,0.072,8,5075,9
"2016-11-14 11:19:41:652",6,"Keypress","078543256","Number9",40,0,"dualSteerFocus",2016-11-14 11:19:41.652,1479118781652,0.154,9,7320,10
"2016-11-14 11:19:41:946",6,"Keypress","0785432569","Number8",40,0,"dualSteerFocus",2016-11-14 11:19:41.946,1479118781946,0.029,10,7614,11
"2016-11-14 11:19:42:307",6,"Correct","07854325698","190",40,0,"dualSteerFocus",2016-11-14 11:19:42.307,1479118782307,-0.011,11,7975,12
"2016-11-14 11:19:55:045",6,"Start","","190",41,1,"dualSteerFocus",2016-11-14 11:19:55.045,1479118795045,0.068,0,0,0
"2016-11-14 11:19:55:557",6,"Keypress","","Number0",41,1,"dualSteerFocus",2016-11-14 11:19:55.557,1479118795557,0.089,0,512,1
"2016-11-14 11:19:56:788",6,"Keypress","0","Number7",41,1,"dualSteerFocus",2016-11-14 11:19:56.788,1479118796788,0.036,1,1743,2
"2016-11-14 11:19:57:064",6,"Keypress","07","Number8",41,1,"dualSteerFocus",2016-11-14 11:19:57.064,1479118797064,0.007,2,2019,3
"2016-11-14 11:19:57:421",6,"Keypress","078","Number8",41,1,"dualSteerFocus",2016-11-14 11:19:57.421,1479118797421,-0.025,3,2376,4
"2016-11-14 11:19:57:728",6,"Keypress","0788","Number4",41,1,"dualSteerFocus",2016-11-14 11:19:57.728,1479118797728,-0.017,4,2683,5
"2016-11-14 11:19:58:583",6,"Keypress","0788","Back",41,1,"dualSteerFocus",2016-11-14 11:19:58.583,1479118798583,0.199,4,3538,3
"2016-11-14 11:19:58:732",6,"Keypress","078","Back",41,1,"dualSteerFocus",2016-11-14 11:19:58.732,1479118798732,0.266,3,3687,2
"2016-11-14 11:20:00:163",6,"Keypress","078","Number5",41,1,"dualSteerFocus",2016-11-14 11:20:00.163,1479118800163,0.656,3,5118,4
"2016-11-14 11:20:00:401",6,"Keypress","0785","Number4",41,1,"dualSteerFocus",2016-11-14 11:20:00.401,1479118800401,0.618,4,5356,5
"2016-11-14 11:20:01:786",6,"Keypress","07854","Number3",41,1,"dualSteerFocus",2016-11-14 11:20:01.786,1479118801786,0.649,5,6741,6
"2016-11-14 11:20:02:009",6,"Keypress","078543","Number2",41,1,"dualSteerFocus",2016-11-14 11:20:02.009,1479118802009,0.649,6,6964,7
"2016-11-14 11:20:02:325",6,"Keypress","0785432","Number5",41,1,"dualSteerFocus",2016-11-14 11:20:02.325,1479118802325,0.642,7,7280,8
"2016-11-14 11:20:02:555",6,"Keypress","07854325","Number6",41,1,"dualSteerFocus",2016-11-14 11:20:02.555,1479118802555,0.629,8,7510,9
"2016-11-14 11:20:02:836",6,"Keypress","078543256","Number9",41,1,"dualSteerFocus",2016-11-14 11:20:02.836,1479118802836,0.61,9,7791,10
"2016-11-14 11:20:03:283",6,"Keypress","0785432569","Number8",41,1,"dualSteerFocus",2016-11-14 11:20:03.283,1479118803283,0.56,10,8238,11
"2016-11-14 11:20:03:753",6,"Correct","07854325698","190",41,1,"dualSteerFocus",2016-11-14 11:20:03.753,1479118803753,0.481,11,8708,12
"2016-11-14 11:20:12:889",6,"Start","","190",42,0,"dualSteerFocus",2016-11-14 11:20:12.889,1479118812889,-0.257,0,0,0
"2016-11-14 11:20:13:274",6,"Keypress","","Number0",42,0,"dualSteerFocus",2016-11-14 11:20:13.274,1479118813274,-0.222,0,385,1
"2016-11-14 11:20:13:628",6,"Keypress","0","Number7",42,0,"dualSteerFocus",2016-11-14 11:20:13.628,1479118813628,-0.205,1,739,2
"2016-11-14 11:20:13:873",6,"Keypress","07","Number8",42,0,"dualSteerFocus",2016-11-14 11:20:13.873,1479118813873,-0.192,2,984,3
"2016-11-14 11:20:14:123",6,"Keypress","078","Number5",42,0,"dualSteerFocus",2016-11-14 11:20:14.123,1479118814123,-0.156,3,1234,4
"2016-11-14 11:20:14:391",6,"Keypress","0785","Number4",42,0,"dualSteerFocus",2016-11-14 11:20:14.391,1479118814391,-0.082,4,1502,5
"2016-11-14 11:20:15:108",6,"Keypress","07854","Number3",42,0,"dualSteerFocus",2016-11-14 11:20:15.108,1479118815108,0.135,5,2219,6
"2016-11-14 11:20:15:370",6,"Keypress","078543","Number2",42,0,"dualSteerFocus",2016-11-14 11:20:15.370,1479118815370,0.202,6,2481,7
"2016-11-14 11:20:15:619",6,"Keypress","0785432","Number5",42,0,"dualSteerFocus",2016-11-14 11:20:15.619,1479118815619,0.256,7,2730,8
"2016-11-14 11:20:15:881",6,"Keypress","07854325","Number6",42,0,"dualSteerFocus",2016-11-14 11:20:15.881,1479118815881,0.272,8,2992,9
"2016-11-14 11:20:16:371",6,"Keypress","078543256","Number9",42,0,"dualSteerFocus",2016-11-14 11:20:16.370,1479118816371,0.191,9,3482,10
"2016-11-14 11:20:16:633",6,"Keypress","0785432569","Number8",42,0,"dualSteerFocus",2016-11-14 11:20:16.633,1479118816633,0.137,10,3744,11
"2016-11-14 11:20:17:322",6,"Correct","07854325698","190",42,0,"dualSteerFocus",2016-11-14 11:20:17.322,1479118817322,0.111,11,4433,12
"2016-11-14 11:20:27:741",6,"Start","","190",43,1,"dualSteerFocus",2016-11-14 11:20:27.741,1479118827741,0.383,0,0,0
"2016-11-14 11:20:28:086",6,"Keypress","","Number0",43,1,"dualSteerFocus",2016-11-14 11:20:28.086,1479118828086,0.461,0,345,1
"2016-11-14 11:20:28:667",6,"Keypress","0","Number8",43,1,"dualSteerFocus",2016-11-14 11:20:28.667,1479118828667,0.436,1,926,2
"2016-11-14 11:20:29:061",6,"Keypress","08","Number5",43,1,"dualSteerFocus",2016-11-14 11:20:29.061,1479118829061,0.304,2,1320,3
"2016-11-14 11:20:30:583",6,"Keypress","08","Back",43,1,"dualSteerFocus",2016-11-14 11:20:30.583,1479118830583,-0.103,2,2842,1
"2016-11-14 11:20:31:517",6,"Keypress","08","Number7",43,1,"dualSteerFocus",2016-11-14 11:20:31.517,1479118831517,0.056,2,3776,3
"2016-11-14 11:20:31:812",6,"Keypress","087","Number5",43,1,"dualSteerFocus",2016-11-14 11:20:31.812,1479118831812,0.173,3,4071,4
"2016-11-14 11:20:31:991",6,"Keypress","0875","Number4",43,1,"dualSteerFocus",2016-11-14 11:20:31.991,1479118831991,0.25,4,4250,5
"2016-11-14 11:20:42:849",6,"Keypress","0875","Back",43,1,"dualSteerFocus",2016-11-14 11:20:42.849,1479118842849,-1.197,4,15108,3
"2016-11-14 11:20:43:076",6,"Keypress","087","Back",43,1,"dualSteerFocus",2016-11-14 11:20:43.076,1479118843076,-1.197,3,15335,2
"2016-11-14 11:20:43:257",6,"Keypress","08","Back",43,1,"dualSteerFocus",2016-11-14 11:20:43.257,1479118843257,-1.197,2,15516,1
